id_locomotiva,timestamp_leitura,velocidade_atual_kmh,posicao_acelerador_notch,peso_total_toneladas,inclinacao_terreno_graus,target_consumo_litros_hr
LOC_LOG_9014,2024-02-01 15:50:00,2.9,3,15000,-1.28,195.13
LOC_LOG_9015,2024-02-01 15:51:00,11.6,7,15000,1.66,413.05
LOC_LOG_9013,2024-02-01 16:03:00,55.1,6,15000,0.84,360.11
LOC_LOG_9005,2024-02-01 19:20:00,39.5,8,8000,0.4,347.67
LOC_LOG_9007,2024-02-01 19:46:00,48.2,1,15000,2.43,269.82
LOC_LOG_9013,2024-02-01 23:22:00,45.3,3,12000,-0.12,189.64
LOC_LOG_9004,2024-02-01 23:45:00,1.2,4,22000,1.9,368.06
LOC_LOG_9017,2024-02-02 00:53:00,49.6,0,18000,-0.8,108.08
LOC_LOG_9000,2024-02-02 01:17:00,42.0,4,8000,1.53,295.62
LOC_LOG_9005,2024-02-02 01:23:00,47.2,3,22000,0.57,255.69
LOC_LOG_9005,2024-02-02 02:42:00,2.8,5,12000,-0.45,257.68
LOC_LOG_9000,2024-02-02 03:36:00,34.1,6,18000,0.58,368.78
LOC_LOG_9012,2024-02-02 03:46:00,39.3,4,22000,1.86,378.02
LOC_LOG_9006,2024-02-02 05:48:00,57.2,4,15000,1.14,308.36
LOC_LOG_9003,2024-02-02 06:21:00,77.4,4,8000,1.26,289.32
LOC_LOG_9011,2024-02-02 07:07:00,58.3,6,15000,-0.29,284.8
LOC_LOG_9003,2024-02-02 07:10:00,12.1,7,22000,-0.11,378.57
LOC_LOG_9014,2024-02-02 07:11:00,45.8,1,12000,-0.87,105.87
LOC_LOG_9014,2024-02-02 07:52:00,62.7,7,22000,0.33,409.78
LOC_LOG_9008,2024-02-02 09:23:00,37.1,7,8000,-1.27,290.02
LOC_LOG_9012,2024-02-02 09:41:00,17.9,5,22000,1.74,427.28
LOC_LOG_9008,2024-02-02 09:44:00,25.2,3,18000,0.4,229.71
LOC_LOG_9014,2024-02-02 09:57:00,43.2,6,15000,-2.11,292.16
LOC_LOG_9019,2024-02-02 10:23:00,6.2,3,15000,-1.69,216.67
LOC_LOG_9008,2024-02-02 11:06:00,30.8,4,22000,1.68,387.89
LOC_LOG_9012,2024-02-02 11:37:00,50.5,7,8000,0.21,301.82
LOC_LOG_9016,2024-02-02 11:40:00,29.0,4,15000,-1.86,229.34
LOC_LOG_9008,2024-02-02 12:10:00,39.3,4,8000,-0.13,184.97
LOC_LOG_9004,2024-02-02 12:29:00,11.7,0,12000,2.19,209.25
LOC_LOG_9004,2024-02-02 13:28:00,14.3,0,18000,1.96,229.28
LOC_LOG_9012,2024-02-02 13:59:00,8.5,7,22000,0.75,446.5
LOC_LOG_9014,2024-02-02 14:03:00,17.1,5,15000,-1.97,278.43
LOC_LOG_9011,2024-02-02 14:05:00,55.0,0,12000,-2.39,61.2
LOC_LOG_9002,2024-02-02 14:52:00,17.7,7,15000,-1.15,338.99
LOC_LOG_9011,2024-02-02 15:21:00,60.5,0,18000,1.47,186.09
LOC_LOG_9001,2024-02-02 15:36:00,48.3,5,8000,0.93,275.58
LOC_LOG_9000,2024-02-02 15:38:00,63.6,5,18000,-1.15,285.24
LOC_LOG_9007,2024-02-02 16:35:00,35.3,6,18000,-2.41,321.4
LOC_LOG_9017,2024-02-02 17:18:00,36.0,0,15000,-0.84,70.39
LOC_LOG_9014,2024-02-02 17:34:00,41.0,4,15000,0.88,288.93
LOC_LOG_9008,2024-02-02 17:37:00,46.6,0,15000,-1.23,89.48
LOC_LOG_9017,2024-02-02 18:06:00,44.6,8,8000,-0.76,315.13
LOC_LOG_9013,2024-02-02 20:02:00,30.7,6,12000,-1.74,267.21
LOC_LOG_9014,2024-02-02 21:01:00,36.0,4,8000,0.22,207.88
LOC_LOG_9017,2024-02-02 21:03:00,78.0,0,22000,2.33,244.81
LOC_LOG_9009,2024-02-02 21:17:00,72.6,2,22000,-1.89,223.2
LOC_LOG_9003,2024-02-02 21:20:00,7.0,2,8000,1.97,217.34
LOC_LOG_9005,2024-02-02 22:07:00,34.5,2,18000,-1.26,196.01
LOC_LOG_9003,2024-02-02 22:08:00,74.9,5,18000,-0.96,270.06
LOC_LOG_9017,2024-02-02 23:23:00,77.9,4,8000,-0.17,197.84
LOC_LOG_9019,2024-02-02 23:37:00,16.0,3,22000,-0.96,238.47
LOC_LOG_9015,2024-02-03 01:02:00,34.6,7,12000,1.64,409.59
LOC_LOG_9009,2024-02-03 01:21:00,23.3,1,8000,-1.33,100.2
LOC_LOG_9018,2024-02-03 02:26:00,61.0,7,8000,-1.66,292.86
LOC_LOG_9009,2024-02-03 04:23:00,37.3,2,12000,-2.24,148.8
LOC_LOG_9016,2024-02-03 05:50:00,60.4,6,22000,1.52,435.89
LOC_LOG_9004,2024-02-03 06:05:00,28.6,4,8000,-1.11,204.53
LOC_LOG_9008,2024-02-03 06:35:00,69.3,3,18000,-2.2,218.71
LOC_LOG_9010,2024-02-03 06:58:00,60.1,1,18000,-1.87,158.09
LOC_LOG_9010,2024-02-03 07:29:00,46.5,1,15000,-0.08,119.11
LOC_LOG_9012,2024-02-03 10:34:00,41.6,8,22000,0.31,421.82
LOC_LOG_9012,2024-02-03 11:22:00,50.7,8,18000,-1.87,387.71
LOC_LOG_9005,2024-02-03 11:24:00,72.7,0,12000,-0.65,77.06
LOC_LOG_9005,2024-02-03 11:52:00,25.9,3,22000,0.88,295.21
LOC_LOG_9010,2024-02-03 13:29:00,13.9,0,15000,1.98,198.43
LOC_LOG_9016,2024-02-03 15:15:00,37.4,2,8000,1.67,213.8
LOC_LOG_9006,2024-02-03 15:19:00,29.6,5,8000,0.34,238.97
LOC_LOG_9003,2024-02-03 15:19:00,76.5,2,18000,-2.16,176.8
LOC_LOG_9001,2024-02-03 15:34:00,22.6,2,8000,-1.1,104.92
LOC_LOG_9017,2024-02-03 21:20:00,78.6,0,18000,-2.18,117.0
LOC_LOG_9001,2024-02-03 23:13:00,60.0,6,12000,0.24,308.99
LOC_LOG_9018,2024-02-03 23:23:00,61.6,8,15000,2.17,498.23
LOC_LOG_9004,2024-02-04 00:36:00,6.9,2,15000,-2.21,162.35
LOC_LOG_9006,2024-02-04 01:13:00,47.9,5,12000,-1.29,237.4
LOC_LOG_9005,2024-02-04 02:31:00,29.2,5,18000,2.02,365.3
LOC_LOG_9015,2024-02-04 04:27:00,53.1,5,8000,0.48,250.52
LOC_LOG_9012,2024-02-04 05:01:00,53.5,7,8000,2.21,439.55
LOC_LOG_9002,2024-02-04 05:06:00,7.1,7,12000,0.99,383.38
LOC_LOG_9012,2024-02-04 05:10:00,74.0,1,15000,1.64,208.17
LOC_LOG_9004,2024-02-04 06:22:00,76.6,8,18000,-2.33,373.67
LOC_LOG_9011,2024-02-04 07:52:00,58.0,6,22000,-1.94,353.2
LOC_LOG_9016,2024-02-04 08:12:00,60.6,6,15000,-1.69,300.23
LOC_LOG_9006,2024-02-04 08:17:00,4.8,7,18000,-0.06,353.22
LOC_LOG_9013,2024-02-04 08:48:00,72.5,1,18000,0.44,168.18
LOC_LOG_9004,2024-02-04 09:05:00,22.8,2,12000,-0.22,137.29
LOC_LOG_9005,2024-02-04 09:08:00,65.8,7,12000,-1.56,304.24
LOC_LOG_9013,2024-02-04 09:12:00,24.9,0,22000,-0.25,139.63
LOC_LOG_9008,2024-02-04 09:50:00,6.4,0,8000,2.2,186.07
LOC_LOG_9012,2024-02-04 11:45:00,30.9,3,22000,-2.1,244.1
LOC_LOG_9012,2024-02-04 13:33:00,14.3,8,18000,-0.54,386.52
LOC_LOG_9007,2024-02-04 13:53:00,41.3,7,22000,-0.62,381.58
LOC_LOG_9009,2024-02-04 16:37:00,38.1,0,22000,2.47,278.11
LOC_LOG_9016,2024-02-04 16:38:00,62.2,0,8000,1.81,161.33
LOC_LOG_9000,2024-02-04 17:37:00,25.7,1,8000,2.32,220.46
LOC_LOG_9013,2024-02-04 18:24:00,39.1,3,8000,-1.21,162.88
LOC_LOG_9009,2024-02-04 21:25:00,8.8,0,8000,1.98,183.43
LOC_LOG_9004,2024-02-04 22:09:00,67.6,6,18000,-2.38,310.93
LOC_LOG_9008,2024-02-04 22:12:00,44.9,0,22000,-2.02,127.42
LOC_LOG_9005,2024-02-04 22:26:00,66.4,6,12000,1.77,385.34
LOC_LOG_9015,2024-02-04 22:53:00,13.1,3,12000,-0.54,156.12
LOC_LOG_9012,2024-02-05 00:55:00,1.8,8,15000,1.54,439.03
LOC_LOG_9012,2024-02-05 01:44:00,5.3,6,8000,2.38,405.59
LOC_LOG_9018,2024-02-05 04:51:00,22.6,3,15000,0.87,237.37
LOC_LOG_9015,2024-02-05 05:03:00,65.6,2,8000,-2.45,125.0
LOC_LOG_9001,2024-02-05 06:22:00,35.8,1,12000,2.33,230.05
LOC_LOG_9016,2024-02-05 06:47:00,77.3,2,8000,-1.85,114.91
LOC_LOG_9016,2024-02-05 07:10:00,11.4,5,15000,-0.01,283.04
LOC_LOG_9013,2024-02-05 07:18:00,16.0,4,12000,-1.29,194.64
LOC_LOG_9008,2024-02-05 09:01:00,47.5,1,12000,0.52,147.03
LOC_LOG_9011,2024-02-05 09:02:00,77.2,8,15000,1.88,463.33
LOC_LOG_9012,2024-02-05 10:15:00,39.7,5,8000,-0.39,205.83
LOC_LOG_9009,2024-02-05 10:51:00,30.6,0,22000,1.7,234.23
LOC_LOG_9016,2024-02-05 11:27:00,42.6,5,18000,1.55,365.93
LOC_LOG_9019,2024-02-05 12:18:00,69.3,2,22000,1.12,253.33
LOC_LOG_9004,2024-02-05 17:10:00,71.4,5,12000,-1.57,267.53
LOC_LOG_9008,2024-02-05 17:39:00,2.1,8,15000,-1.82,370.68
LOC_LOG_9001,2024-02-05 17:52:00,14.7,1,8000,0.38,92.26
LOC_LOG_9002,2024-02-05 18:11:00,11.4,7,8000,-1.99,295.16
LOC_LOG_9017,2024-02-05 18:13:00,23.7,4,8000,-2.49,189.78
LOC_LOG_9008,2024-02-05 21:53:00,26.1,2,22000,0.09,204.43
LOC_LOG_9003,2024-02-05 22:31:00,17.5,7,15000,-2.2,338.41
LOC_LOG_9006,2024-02-05 23:31:00,2.7,2,15000,2.48,316.88
LOC_LOG_9008,2024-02-06 00:07:00,45.9,7,15000,1.34,407.03
LOC_LOG_9004,2024-02-06 01:09:00,64.0,7,12000,-0.21,309.71
LOC_LOG_9014,2024-02-06 02:14:00,3.1,4,12000,-1.57,193.77
LOC_LOG_9004,2024-02-06 03:34:00,34.6,1,22000,-1.51,154.95
LOC_LOG_9012,2024-02-06 03:51:00,51.2,3,18000,-1.64,213.5
LOC_LOG_9009,2024-02-06 04:14:00,68.6,5,8000,-2.01,223.21
LOC_LOG_9005,2024-02-06 05:26:00,7.8,1,18000,1.99,265.94
LOC_LOG_9002,2024-02-06 05:58:00,70.9,7,18000,-1.65,358.75
LOC_LOG_9004,2024-02-06 06:34:00,70.5,2,18000,0.08,186.81
LOC_LOG_9006,2024-02-06 06:36:00,62.5,1,22000,-1.74,161.24
LOC_LOG_9007,2024-02-06 07:01:00,61.5,0,22000,2.22,265.76
LOC_LOG_9007,2024-02-06 07:56:00,12.5,7,15000,-1.25,356.19
LOC_LOG_9012,2024-02-06 08:15:00,52.5,7,18000,0.77,396.71
LOC_LOG_9015,2024-02-06 08:23:00,55.4,1,8000,-1.47,93.3
LOC_LOG_9016,2024-02-06 09:15:00,79.3,7,18000,1.35,434.09
LOC_LOG_9017,2024-02-06 10:04:00,5.9,3,22000,-2.05,234.76
LOC_LOG_9017,2024-02-06 11:09:00,51.6,5,12000,-0.63,238.84
LOC_LOG_9010,2024-02-06 12:14:00,41.5,3,15000,-2.24,207.3
LOC_LOG_9012,2024-02-06 12:27:00,7.6,3,15000,-0.77,185.17
LOC_LOG_9015,2024-02-06 13:15:00,52.6,2,22000,0.41,218.03
LOC_LOG_9006,2024-02-06 13:41:00,57.2,3,22000,-2.16,225.45
LOC_LOG_9017,2024-02-06 17:21:00,25.0,0,12000,1.6,145.52
LOC_LOG_9013,2024-02-06 17:29:00,66.1,7,8000,-0.98,306.95
LOC_LOG_9001,2024-02-06 18:30:00,31.4,2,15000,-1.6,163.74
LOC_LOG_9016,2024-02-06 19:14:00,36.7,8,12000,-0.08,357.24
LOC_LOG_9008,2024-02-06 19:28:00,51.0,5,12000,1.51,335.9
LOC_LOG_9000,2024-02-06 20:04:00,51.9,8,22000,-2.19,435.44
LOC_LOG_9007,2024-02-06 20:30:00,31.5,2,15000,-1.65,155.9
LOC_LOG_9008,2024-02-07 00:23:00,24.4,5,8000,-1.44,229.17
LOC_LOG_9001,2024-02-07 01:21:00,37.0,4,22000,2.24,424.35
LOC_LOG_9009,2024-02-07 02:35:00,34.2,6,8000,1.71,368.07
LOC_LOG_9015,2024-02-07 03:37:00,13.9,4,18000,-2.23,259.85
LOC_LOG_9008,2024-02-07 04:25:00,77.8,5,12000,-0.53,237.21
LOC_LOG_9007,2024-02-07 06:05:00,7.4,3,12000,-2.18,183.03
LOC_LOG_9009,2024-02-07 07:07:00,69.6,4,18000,1.48,347.41
LOC_LOG_9009,2024-02-07 09:36:00,5.8,8,22000,0.61,453.71
LOC_LOG_9019,2024-02-07 09:42:00,74.1,5,12000,-0.73,243.98
LOC_LOG_9010,2024-02-07 10:03:00,49.3,3,18000,0.28,210.77
LOC_LOG_9003,2024-02-07 10:11:00,42.4,8,18000,-1.69,403.94
LOC_LOG_9015,2024-02-07 10:44:00,8.6,2,12000,1.61,247.27
LOC_LOG_9007,2024-02-07 11:13:00,69.9,8,8000,1.02,392.09
LOC_LOG_9009,2024-02-07 11:33:00,28.0,3,15000,0.26,199.97
LOC_LOG_9016,2024-02-07 11:39:00,73.6,3,12000,1.9,273.26
LOC_LOG_9010,2024-02-07 13:34:00,53.8,7,18000,1.58,457.7
LOC_LOG_9017,2024-02-07 15:44:00,13.2,7,15000,-1.92,345.94
LOC_LOG_9001,2024-02-07 15:55:00,31.4,1,22000,-1.91,159.81
LOC_LOG_9003,2024-02-07 16:46:00,79.1,2,8000,1.35,203.57
LOC_LOG_9012,2024-02-07 16:58:00,66.9,3,15000,1.19,230.8
LOC_LOG_9017,2024-02-07 17:05:00,79.8,3,12000,-0.75,170.79
LOC_LOG_9001,2024-02-07 17:16:00,46.9,3,12000,2.38,332.98
LOC_LOG_9019,2024-02-07 17:18:00,56.5,4,8000,2.2,289.92
LOC_LOG_9008,2024-02-07 18:01:00,31.7,8,8000,-1.01,323.57
LOC_LOG_9009,2024-02-07 18:20:00,79.6,5,22000,-1.93,301.61
LOC_LOG_9013,2024-02-07 20:24:00,43.6,3,18000,-0.06,229.88
LOC_LOG_9011,2024-02-07 21:12:00,43.0,6,18000,1.4,410.99
LOC_LOG_9010,2024-02-07 23:39:00,65.8,8,22000,-2.29,383.25
LOC_LOG_9001,2024-02-08 00:25:00,22.6,3,22000,-0.88,230.54
LOC_LOG_9015,2024-02-08 00:39:00,43.7,5,15000,-0.6,263.56
LOC_LOG_9015,2024-02-08 02:28:00,16.5,2,8000,2.35,263.01
LOC_LOG_9007,2024-02-08 03:01:00,56.4,8,8000,-0.23,325.14
LOC_LOG_9007,2024-02-08 03:07:00,19.1,5,12000,2.09,370.8
LOC_LOG_9013,2024-02-08 04:21:00,61.9,5,8000,-2.24,209.49
LOC_LOG_9004,2024-02-08 04:28:00,68.9,3,12000,0.58,212.09
LOC_LOG_9016,2024-02-08 04:49:00,48.3,3,22000,-1.36,251.14
LOC_LOG_9008,2024-02-08 05:38:00,13.2,6,8000,-0.74,247.08
LOC_LOG_9011,2024-02-08 05:50:00,61.6,3,8000,-1.42,140.07
LOC_LOG_9009,2024-02-08 06:18:00,22.6,6,22000,-1.61,349.56
LOC_LOG_9019,2024-02-08 06:46:00,17.0,2,15000,-0.63,154.83
LOC_LOG_9002,2024-02-08 06:47:00,61.1,6,18000,0.6,336.18
LOC_LOG_9010,2024-02-08 07:53:00,22.7,3,18000,-1.29,205.04
LOC_LOG_9018,2024-02-08 08:23:00,29.9,6,15000,2.47,435.02
LOC_LOG_9007,2024-02-08 08:43:00,39.8,3,8000,-0.78,146.26
LOC_LOG_9019,2024-02-08 09:15:00,26.0,8,15000,0.09,386.75
LOC_LOG_9006,2024-02-08 10:08:00,0.0,2,15000,0.54,18.0
LOC_LOG_9005,2024-02-08 10:10:00,68.3,2,8000,2.07,237.09
LOC_LOG_9004,2024-02-08 10:42:00,18.4,0,22000,0.26,145.69
LOC_LOG_9017,2024-02-08 10:49:00,51.2,2,18000,-0.93,187.08
LOC_LOG_9001,2024-02-08 10:53:00,74.0,4,18000,1.63,340.94
LOC_LOG_9000,2024-02-08 13:24:00,78.1,3,8000,-1.95,146.58
LOC_LOG_9013,2024-02-08 13:40:00,35.6,3,18000,2.5,355.19
LOC_LOG_9015,2024-02-08 14:45:00,15.4,5,15000,-2.3,271.05
LOC_LOG_9019,2024-02-08 15:00:00,62.7,8,12000,0.1,364.85
LOC_LOG_9018,2024-02-08 15:35:00,39.9,1,12000,-1.55,93.95
LOC_LOG_9010,2024-02-08 16:58:00,48.6,7,18000,-1.65,345.79
LOC_LOG_9012,2024-02-08 17:35:00,0.3,7,12000,-1.29,288.46
LOC_LOG_9008,2024-02-08 18:53:00,52.9,0,22000,-0.89,160.41
LOC_LOG_9017,2024-02-08 19:17:00,75.2,8,15000,2.27,511.99
LOC_LOG_9000,2024-02-08 20:27:00,29.3,7,8000,-1.37,288.5
LOC_LOG_9015,2024-02-08 22:55:00,63.5,3,22000,-2.04,252.15
LOC_LOG_9017,2024-02-08 23:19:00,31.9,4,15000,-0.92,208.32
LOC_LOG_9005,2024-02-08 23:27:00,21.0,4,18000,-2.24,256.26
LOC_LOG_9015,2024-02-08 23:30:00,61.9,1,12000,-1.74,90.38
LOC_LOG_9013,2024-02-09 00:10:00,69.6,8,12000,1.32,434.69
LOC_LOG_9001,2024-02-09 03:26:00,53.9,5,12000,-2.24,225.69
LOC_LOG_9016,2024-02-09 03:55:00,3.7,6,18000,1.86,411.32
LOC_LOG_9012,2024-02-09 04:14:00,50.2,7,15000,1.7,437.16
LOC_LOG_9004,2024-02-09 05:25:00,16.4,1,18000,1.97,254.13
LOC_LOG_9009,2024-02-09 05:53:00,33.4,2,18000,1.15,251.71
LOC_LOG_9008,2024-02-09 06:35:00,38.5,0,8000,0.81,95.81
LOC_LOG_9006,2024-02-09 09:23:00,1.6,7,15000,-0.89,327.24
LOC_LOG_9018,2024-02-09 10:05:00,44.6,0,15000,1.76,186.35
LOC_LOG_9002,2024-02-09 10:18:00,60.5,7,22000,-0.23,385.15
LOC_LOG_9008,2024-02-09 11:14:00,24.9,8,8000,1.85,433.41
LOC_LOG_9015,2024-02-09 12:54:00,47.7,5,18000,2.48,441.32
LOC_LOG_9017,2024-02-09 13:15:00,15.0,0,12000,1.79,181.42
LOC_LOG_9011,2024-02-09 13:15:00,6.2,7,18000,0.98,408.09
LOC_LOG_9012,2024-02-09 14:06:00,32.4,4,22000,-1.51,267.47
LOC_LOG_9000,2024-02-09 14:23:00,55.5,5,18000,-1.94,264.2
LOC_LOG_9012,2024-02-09 15:42:00,10.0,6,12000,-2.42,290.07
LOC_LOG_9013,2024-02-09 16:29:00,3.0,2,8000,0.72,153.79
LOC_LOG_9017,2024-02-09 18:05:00,42.6,5,8000,-1.93,213.71
LOC_LOG_9015,2024-02-09 18:16:00,72.9,2,12000,-2.03,134.04
LOC_LOG_9004,2024-02-09 19:53:00,49.9,5,18000,1.65,391.83
LOC_LOG_9019,2024-02-09 19:59:00,76.1,0,22000,1.69,239.4
LOC_LOG_9003,2024-02-09 20:31:00,70.9,1,15000,1.15,196.22
LOC_LOG_9019,2024-02-09 20:54:00,36.0,0,15000,2.29,240.89
LOC_LOG_9012,2024-02-09 21:08:00,29.8,5,18000,-0.21,283.42
LOC_LOG_9003,2024-02-09 23:21:00,20.0,1,8000,-0.41,94.12
LOC_LOG_9018,2024-02-10 02:08:00,9.6,0,8000,-0.81,46.06
LOC_LOG_9019,2024-02-10 02:55:00,19.4,5,22000,0.47,332.91
LOC_LOG_9001,2024-02-10 03:27:00,33.6,6,22000,0.69,382.21
LOC_LOG_9011,2024-02-10 04:21:00,47.7,1,8000,1.57,172.43
LOC_LOG_9004,2024-02-10 04:23:00,61.4,3,12000,-2.14,198.41
LOC_LOG_9019,2024-02-10 04:54:00,15.8,3,12000,0.33,181.75
LOC_LOG_9009,2024-02-10 08:10:00,14.8,6,12000,-1.45,291.09
LOC_LOG_9008,2024-02-10 09:56:00,40.9,8,22000,-0.04,428.49
LOC_LOG_9012,2024-02-10 10:20:00,44.3,2,8000,0.35,147.15
LOC_LOG_9016,2024-02-10 10:33:00,48.0,4,12000,0.15,247.22
LOC_LOG_9016,2024-02-10 13:01:00,60.6,8,18000,-2.22,376.61
LOC_LOG_9005,2024-02-10 15:06:00,33.8,8,8000,-0.99,342.33
LOC_LOG_9007,2024-02-10 15:45:00,0.8,0,15000,-1.08,91.97
LOC_LOG_9018,2024-02-10 18:36:00,27.2,5,22000,-2.11,287.33
LOC_LOG_9016,2024-02-10 19:43:00,2.9,1,12000,-0.98,97.57
LOC_LOG_9006,2024-02-10 20:01:00,11.6,2,15000,-0.18,167.81
LOC_LOG_9015,2024-02-10 20:43:00,13.7,3,12000,0.32,184.86
LOC_LOG_9003,2024-02-10 20:47:00,40.3,3,12000,1.83,284.65
LOC_LOG_9009,2024-02-10 21:26:00,7.5,8,8000,2.1,462.23
LOC_LOG_9002,2024-02-10 21:43:00,46.1,1,18000,0.53,193.92
LOC_LOG_9016,2024-02-10 22:45:00,51.0,0,22000,0.64,173.9
LOC_LOG_9000,2024-02-11 00:02:00,33.0,5,18000,1.23,364.05
LOC_LOG_9016,2024-02-11 00:06:00,29.1,5,18000,-1.22,289.32
LOC_LOG_9009,2024-02-11 01:12:00,60.5,3,12000,0.55,195.49
LOC_LOG_9008,2024-02-11 01:35:00,27.5,2,15000,1.76,274.01
LOC_LOG_9011,2024-02-11 02:16:00,73.2,2,18000,-1.17,182.96
LOC_LOG_9003,2024-02-11 02:35:00,26.0,7,12000,-1.59,314.04
LOC_LOG_9009,2024-02-11 02:43:00,78.1,3,18000,0.29,209.31
LOC_LOG_9017,2024-02-11 02:44:00,19.9,0,18000,2.44,272.05
LOC_LOG_9007,2024-02-11 04:34:00,67.2,5,15000,2.45,388.87
LOC_LOG_9002,2024-02-11 04:44:00,1.5,4,12000,1.28,278.07
LOC_LOG_9000,2024-02-11 06:21:00,51.8,6,18000,-0.18,284.71
LOC_LOG_9019,2024-02-11 06:25:00,8.0,1,22000,0.52,215.5
LOC_LOG_9008,2024-02-11 06:49:00,57.9,7,15000,0.39,356.63
LOC_LOG_9007,2024-02-11 07:27:00,4.2,3,18000,0.93,252.66
LOC_LOG_9000,2024-02-11 08:19:00,8.7,6,22000,0.03,316.73
LOC_LOG_9009,2024-02-11 09:53:00,7.0,5,12000,0.19,276.16
LOC_LOG_9009,2024-02-11 09:54:00,8.0,1,18000,-1.28,151.53
LOC_LOG_9006,2024-02-11 10:20:00,59.5,3,22000,0.14,247.85
LOC_LOG_9019,2024-02-11 11:22:00,60.6,5,22000,-0.4,296.69
LOC_LOG_9015,2024-02-11 12:45:00,0.9,5,22000,-0.39,308.3
LOC_LOG_9003,2024-02-11 14:57:00,12.4,0,18000,0.48,118.46
LOC_LOG_9002,2024-02-11 16:11:00,30.7,0,15000,0.22,106.03
LOC_LOG_9001,2024-02-11 16:15:00,41.5,1,8000,1.02,149.05
LOC_LOG_9000,2024-02-11 16:33:00,35.5,5,15000,-1.64,253.91
LOC_LOG_9006,2024-02-11 17:25:00,32.2,3,12000,0.1,156.4
LOC_LOG_9016,2024-02-11 17:28:00,1.7,0,12000,-1.33,67.96
LOC_LOG_9004,2024-02-11 18:11:00,19.9,1,12000,-0.98,101.97
LOC_LOG_9001,2024-02-11 19:51:00,65.9,3,22000,2.28,384.54
LOC_LOG_9019,2024-02-11 22:24:00,62.1,7,18000,-1.06,367.2
LOC_LOG_9015,2024-02-11 23:23:00,17.1,0,22000,-2.47,128.33
LOC_LOG_9015,2024-02-12 00:28:00,10.5,2,8000,1.79,209.37
LOC_LOG_9001,2024-02-12 00:37:00,37.1,3,8000,0.8,208.87
LOC_LOG_9007,2024-02-12 00:52:00,10.7,0,15000,2.18,216.15
LOC_LOG_9018,2024-02-12 01:00:00,50.0,5,22000,-0.54,309.87
LOC_LOG_9019,2024-02-12 02:11:00,29.0,0,22000,1.9,258.69
LOC_LOG_9014,2024-02-12 04:24:00,46.6,6,15000,-0.49,309.46
LOC_LOG_9002,2024-02-12 04:49:00,64.8,1,22000,-0.36,160.14
LOC_LOG_9007,2024-02-12 05:46:00,76.0,1,22000,-0.8,181.58
LOC_LOG_9006,2024-02-12 06:24:00,64.5,1,8000,-0.36,81.0
LOC_LOG_9015,2024-02-12 06:24:00,4.9,7,15000,-1.31,341.19
LOC_LOG_9018,2024-02-12 06:35:00,79.9,8,8000,2.17,465.77
LOC_LOG_9008,2024-02-12 09:54:00,27.0,3,15000,1.27,272.53
LOC_LOG_9018,2024-02-12 09:55:00,1.1,1,8000,0.21,94.63
LOC_LOG_9007,2024-02-12 09:58:00,43.7,4,15000,-1.48,221.16
LOC_LOG_9000,2024-02-12 09:58:00,60.7,8,15000,-1.99,393.95
LOC_LOG_9014,2024-02-12 13:26:00,10.2,4,8000,2.17,313.81
LOC_LOG_9010,2024-02-12 16:34:00,37.4,0,8000,-0.17,40.72
LOC_LOG_9018,2024-02-12 17:46:00,2.8,7,18000,-0.01,335.23
LOC_LOG_9006,2024-02-12 18:07:00,55.4,3,15000,-1.8,210.35
LOC_LOG_9009,2024-02-12 21:42:00,61.2,7,18000,1.22,429.32
LOC_LOG_9004,2024-02-12 23:16:00,75.5,1,22000,2.16,272.89
LOC_LOG_9005,2024-02-12 23:54:00,27.0,3,18000,-1.02,204.32
LOC_LOG_9004,2024-02-13 00:16:00,44.8,1,12000,-2.45,117.53
LOC_LOG_9004,2024-02-13 02:18:00,7.0,7,8000,2.18,407.83
LOC_LOG_9004,2024-02-13 02:28:00,30.7,4,15000,-2.37,211.79
LOC_LOG_9010,2024-02-13 06:18:00,68.5,7,18000,2.05,455.11
LOC_LOG_9005,2024-02-13 07:25:00,3.0,1,8000,1.09,156.94
LOC_LOG_9004,2024-02-13 10:13:00,68.0,2,18000,-1.26,165.19
LOC_LOG_9003,2024-02-13 10:20:00,9.8,4,8000,1.94,268.17
LOC_LOG_9013,2024-02-13 10:21:00,74.3,3,22000,0.71,282.74
LOC_LOG_9016,2024-02-13 10:24:00,21.1,6,8000,2.01,389.71
LOC_LOG_9010,2024-02-13 10:36:00,60.6,8,8000,0.53,363.46
LOC_LOG_9014,2024-02-13 12:07:00,60.6,6,8000,0.43,292.26
LOC_LOG_9012,2024-02-13 12:41:00,59.7,3,22000,0.52,266.28
LOC_LOG_9018,2024-02-13 13:19:00,10.7,7,18000,-2.06,361.65
LOC_LOG_9007,2024-02-13 13:21:00,76.5,0,22000,-0.54,137.29
LOC_LOG_9006,2024-02-13 14:55:00,24.5,3,18000,1.69,327.57
LOC_LOG_9002,2024-02-13 17:11:00,38.1,7,15000,2.44,478.03
LOC_LOG_9014,2024-02-13 17:13:00,27.7,5,15000,2.37,401.86
LOC_LOG_9003,2024-02-13 19:02:00,41.8,0,18000,-2.46,121.68
LOC_LOG_9013,2024-02-13 19:32:00,79.6,3,12000,-2.44,205.0
LOC_LOG_9019,2024-02-13 19:43:00,37.2,8,12000,-1.37,355.62
LOC_LOG_9003,2024-02-13 19:57:00,49.1,8,18000,0.62,395.35
LOC_LOG_9001,2024-02-13 20:23:00,25.1,1,8000,0.04,81.81
